time	current
7/20/2017 1:44:42 PM	-812.186000E-9
7/20/2017 1:44:43 PM	-812.201500E-9
7/20/2017 1:44:43 PM	-812.350200E-9
7/20/2017 1:44:44 PM	-812.010100E-9
7/20/2017 1:44:45 PM	-811.964600E-9
7/20/2017 1:44:45 PM	-812.496600E-9
7/20/2017 1:44:46 PM	-812.271500E-9
7/20/2017 1:44:46 PM	-812.297000E-9
7/20/2017 1:44:47 PM	-812.533000E-9
7/20/2017 1:44:48 PM	-812.315600E-9
7/20/2017 1:44:48 PM	-812.355700E-9
7/20/2017 1:44:49 PM	-812.249700E-9
7/20/2017 1:44:49 PM	-812.155600E-9
7/20/2017 1:44:50 PM	-812.232400E-9
7/20/2017 1:44:51 PM	-812.163800E-9
7/20/2017 1:44:51 PM	-812.328800E-9
7/20/2017 1:44:52 PM	-812.267000E-9
7/20/2017 1:44:52 PM	-812.537100E-9
7/20/2017 1:44:53 PM	-812.454300E-9
7/20/2017 1:44:54 PM	-812.304300E-9
7/20/2017 1:44:54 PM	-812.355700E-9
7/20/2017 1:44:55 PM	-812.190600E-9
7/20/2017 1:44:55 PM	-812.500300E-9
7/20/2017 1:44:56 PM	-812.288800E-9
7/20/2017 1:44:57 PM	-812.759000E-9
7/20/2017 1:44:57 PM	-812.262900E-9
7/20/2017 1:44:58 PM	-812.439300E-9
7/20/2017 1:44:58 PM	-812.214700E-9
7/20/2017 1:44:59 PM	-812.478400E-9
7/20/2017 1:45:00 PM	-812.493000E-9
7/20/2017 1:45:00 PM	-812.377000E-9
7/20/2017 1:45:01 PM	-812.300600E-9
7/20/2017 1:45:01 PM	-812.551700E-9
7/20/2017 1:45:02 PM	-812.141900E-9
7/20/2017 1:45:03 PM	-812.417500E-9
7/20/2017 1:45:03 PM	-812.620300E-9
7/20/2017 1:45:04 PM	-812.275600E-9
7/20/2017 1:45:04 PM	-812.433000E-9
7/20/2017 1:45:05 PM	-812.652600E-9
7/20/2017 1:45:06 PM	-812.689400E-9
7/20/2017 1:45:06 PM	-812.347900E-9
7/20/2017 1:45:07 PM	-812.539800E-9
7/20/2017 1:45:07 PM	-812.497100E-9
7/20/2017 1:45:08 PM	-812.274300E-9
7/20/2017 1:45:09 PM	-812.504400E-9
7/20/2017 1:45:09 PM	-812.434300E-9
7/20/2017 1:45:10 PM	-812.531200E-9
7/20/2017 1:45:10 PM	-812.319300E-9
7/20/2017 1:45:11 PM	-812.066000E-9
7/20/2017 1:45:12 PM	-812.315200E-9
7/20/2017 1:45:12 PM	-812.489800E-9
7/20/2017 1:45:13 PM	-812.603000E-9
7/20/2017 1:45:13 PM	-812.406600E-9
7/20/2017 1:45:14 PM	-812.512100E-9
7/20/2017 1:45:15 PM	-812.502100E-9
7/20/2017 1:45:15 PM	-812.684400E-9
7/20/2017 1:45:16 PM	-812.498000E-9
7/20/2017 1:45:16 PM	-812.302000E-9
7/20/2017 1:45:17 PM	-812.636700E-9
7/20/2017 1:45:18 PM	-812.494800E-9
7/20/2017 1:45:18 PM	-812.390700E-9
7/20/2017 1:45:19 PM	-812.733600E-9
7/20/2017 1:45:19 PM	-812.256500E-9
7/20/2017 1:45:20 PM	-812.393000E-9
7/20/2017 1:45:21 PM	-812.481600E-9
7/20/2017 1:45:21 PM	-812.264300E-9
7/20/2017 1:45:22 PM	-812.409800E-9
7/20/2017 1:45:22 PM	-812.431200E-9
7/20/2017 1:45:23 PM	-812.521200E-9
7/20/2017 1:45:24 PM	-812.524800E-9
7/20/2017 1:45:24 PM	-812.656300E-9
7/20/2017 1:45:25 PM	-812.160100E-9
7/20/2017 1:45:25 PM	-812.072800E-9
7/20/2017 1:45:26 PM	-813.036400E-9
7/20/2017 1:45:27 PM	-812.494400E-9
7/20/2017 1:45:27 PM	-812.553900E-9
7/20/2017 1:45:28 PM	-812.664400E-9
7/20/2017 1:45:28 PM	-812.433000E-9
7/20/2017 1:45:29 PM	-812.409300E-9
7/20/2017 1:45:30 PM	-812.262900E-9
7/20/2017 1:45:30 PM	-812.893600E-9
7/20/2017 1:45:31 PM	-812.136900E-9
7/20/2017 1:45:31 PM	-812.482500E-9
7/20/2017 1:45:32 PM	-812.628100E-9
7/20/2017 1:45:33 PM	-812.090100E-9
7/20/2017 1:45:33 PM	-812.558900E-9
7/20/2017 1:45:34 PM	-812.663100E-9
7/20/2017 1:45:34 PM	-812.576700E-9
7/20/2017 1:45:35 PM	-812.612100E-9
7/20/2017 1:45:36 PM	-812.244300E-9
7/20/2017 1:45:36 PM	-812.409800E-9
7/20/2017 1:45:37 PM	-812.212400E-9
7/20/2017 1:45:37 PM	-812.719900E-9
7/20/2017 1:45:38 PM	-812.391100E-9
7/20/2017 1:45:39 PM	-812.564800E-9
7/20/2017 1:45:39 PM	-812.327000E-9
7/20/2017 1:45:40 PM	-812.512600E-9
7/20/2017 1:45:40 PM	-812.141000E-9
7/20/2017 1:45:41 PM	-812.256100E-9
7/20/2017 1:45:42 PM	-812.583000E-9
7/20/2017 1:45:42 PM	-812.545700E-9
7/20/2017 1:45:43 PM	-812.507100E-9
7/20/2017 1:45:43 PM	-812.523900E-9
7/20/2017 1:45:44 PM	-812.577600E-9
7/20/2017 1:45:45 PM	-812.340700E-9
7/20/2017 1:45:45 PM	-812.517600E-9
7/20/2017 1:45:46 PM	-812.324300E-9
7/20/2017 1:45:46 PM	-812.157900E-9
7/20/2017 1:45:47 PM	-812.367500E-9
7/20/2017 1:45:48 PM	-812.225600E-9
7/20/2017 1:45:48 PM	-812.265600E-9
7/20/2017 1:45:49 PM	-812.412500E-9
7/20/2017 1:45:49 PM	-812.388000E-9
7/20/2017 1:45:50 PM	-812.412500E-9
7/20/2017 1:45:51 PM	-812.760400E-9
7/20/2017 1:45:51 PM	-812.727200E-9
7/20/2017 1:45:52 PM	-812.302000E-9
7/20/2017 1:45:52 PM	-812.000100E-9
7/20/2017 1:45:53 PM	-812.379300E-9
7/20/2017 1:45:54 PM	-812.192400E-9
7/20/2017 1:45:54 PM	-812.173800E-9
7/20/2017 1:45:55 PM	-812.264700E-9
7/20/2017 1:45:55 PM	-812.689400E-9
7/20/2017 1:45:56 PM	-811.964100E-9
7/20/2017 1:45:57 PM	-812.051400E-9
7/20/2017 1:45:57 PM	-812.220600E-9
7/20/2017 1:45:58 PM	-812.523900E-9
7/20/2017 1:45:58 PM	-812.743100E-9
7/20/2017 1:45:59 PM	-812.567100E-9
7/20/2017 1:46:00 PM	-812.457100E-9
7/20/2017 1:46:00 PM	-812.272400E-9
7/20/2017 1:46:01 PM	-812.018700E-9
7/20/2017 1:46:01 PM	-812.406600E-9
7/20/2017 1:46:02 PM	-812.026900E-9
7/20/2017 1:46:03 PM	-812.291500E-9
7/20/2017 1:46:03 PM	-812.523900E-9
7/20/2017 1:46:04 PM	-812.394300E-9
7/20/2017 1:46:04 PM	-812.074200E-9
7/20/2017 1:46:05 PM	-812.427100E-9
7/20/2017 1:46:06 PM	-812.178300E-9
7/20/2017 1:46:06 PM	-811.993200E-9
7/20/2017 1:46:07 PM	-812.021900E-9
7/20/2017 1:46:07 PM	-812.176000E-9
7/20/2017 1:46:08 PM	-812.149200E-9
7/20/2017 1:46:09 PM	-812.465700E-9
7/20/2017 1:46:09 PM	-812.565300E-9
7/20/2017 1:46:10 PM	-812.504400E-9
7/20/2017 1:46:10 PM	-812.305600E-9
7/20/2017 1:46:11 PM	-812.556700E-9
7/20/2017 1:46:12 PM	-812.883600E-9
7/20/2017 1:46:12 PM	-812.534400E-9
7/20/2017 1:46:13 PM	-812.684000E-9
7/20/2017 1:46:13 PM	-812.268400E-9
7/20/2017 1:46:14 PM	-812.503500E-9
7/20/2017 1:46:15 PM	-812.806300E-9
7/20/2017 1:46:15 PM	-812.467500E-9
7/20/2017 1:46:16 PM	-812.520300E-9
7/20/2017 1:46:16 PM	-811.941800E-9
7/20/2017 1:46:17 PM	-812.980000E-9
7/20/2017 1:46:18 PM	-813.047800E-9
7/20/2017 1:46:18 PM	-812.739500E-9
7/20/2017 1:46:19 PM	-812.016400E-9
7/20/2017 1:46:19 PM	-812.802700E-9
7/20/2017 1:46:20 PM	-812.687600E-9
7/20/2017 1:46:21 PM	-813.298400E-9
7/20/2017 1:46:21 PM	-812.597100E-9
7/20/2017 1:46:22 PM	-812.586200E-9
7/20/2017 1:46:22 PM	-812.642200E-9
7/20/2017 1:46:23 PM	-812.675400E-9
7/20/2017 1:46:24 PM	-812.057400E-9
7/20/2017 1:46:24 PM	-811.878600E-9
7/20/2017 1:46:25 PM	-811.888600E-9
7/20/2017 1:46:25 PM	-812.129200E-9
7/20/2017 1:46:26 PM	-812.483400E-9
7/20/2017 1:46:27 PM	-812.527100E-9
7/20/2017 1:46:27 PM	-812.901400E-9
7/20/2017 1:46:28 PM	-811.503000E-9
7/20/2017 1:46:28 PM	-810.799500E-9
7/20/2017 1:46:29 PM	-812.513900E-9
7/20/2017 1:46:30 PM	-812.302500E-9
7/20/2017 1:46:30 PM	-812.008700E-9
7/20/2017 1:46:31 PM	-811.938200E-9
7/20/2017 1:46:31 PM	-812.312900E-9
7/20/2017 1:46:32 PM	-812.482100E-9
7/20/2017 1:46:33 PM	-811.722700E-9
7/20/2017 1:46:33 PM	-811.647600E-9
7/20/2017 1:46:34 PM	-812.252400E-9
7/20/2017 1:46:34 PM	-812.678100E-9
7/20/2017 1:46:35 PM	-812.163800E-9
7/20/2017 1:46:36 PM	-811.947800E-9
7/20/2017 1:46:36 PM	-812.229200E-9
7/20/2017 1:46:37 PM	-812.262400E-9
7/20/2017 1:46:37 PM	-812.074200E-9
7/20/2017 1:46:38 PM	-812.102400E-9
7/20/2017 1:46:39 PM	-812.317500E-9
7/20/2017 1:46:39 PM	-812.244300E-9
7/20/2017 1:46:40 PM	-812.136500E-9
7/20/2017 1:46:40 PM	-812.083700E-9
7/20/2017 1:46:41 PM	-812.036000E-9
7/20/2017 1:46:42 PM	-812.295600E-9
7/20/2017 1:46:42 PM	-812.430700E-9
7/20/2017 1:46:43 PM	-812.538000E-9
7/20/2017 1:46:43 PM	-811.662200E-9
7/20/2017 1:46:44 PM	-812.095100E-9
7/20/2017 1:46:45 PM	-812.455700E-9
7/20/2017 1:46:45 PM	-812.642600E-9
7/20/2017 1:46:46 PM	-812.099600E-9
7/20/2017 1:46:46 PM	-812.565800E-9
7/20/2017 1:46:47 PM	-812.700800E-9
7/20/2017 1:46:48 PM	-812.619900E-9
7/20/2017 1:46:48 PM	-812.649400E-9
7/20/2017 1:46:49 PM	-812.415200E-9
7/20/2017 1:46:49 PM	-812.865900E-9
7/20/2017 1:46:50 PM	-812.241500E-9
7/20/2017 1:46:51 PM	-812.287000E-9
7/20/2017 1:46:51 PM	-812.870900E-9
7/20/2017 1:46:52 PM	-812.347000E-9
7/20/2017 1:46:52 PM	-812.913200E-9
7/20/2017 1:46:53 PM	-812.768100E-9
7/20/2017 1:46:54 PM	-813.020100E-9
7/20/2017 1:46:54 PM	-812.985500E-9
7/20/2017 1:46:55 PM	-812.841300E-9
7/20/2017 1:46:55 PM	-812.811800E-9
7/20/2017 1:46:56 PM	-812.920000E-9
7/20/2017 1:46:57 PM	-812.617600E-9
7/20/2017 1:46:57 PM	-812.931400E-9
7/20/2017 1:46:58 PM	-812.911800E-9
7/20/2017 1:46:59 PM	-812.916800E-9
7/20/2017 1:46:59 PM	-812.910900E-9
7/20/2017 1:47:00 PM	-813.066900E-9
7/20/2017 1:47:00 PM	-813.016400E-9
7/20/2017 1:47:01 PM	-813.154700E-9
7/20/2017 1:47:02 PM	-813.121500E-9
7/20/2017 1:47:02 PM	-813.402500E-9
7/20/2017 1:47:03 PM	-813.557100E-9
7/20/2017 1:47:03 PM	-813.472500E-9
7/20/2017 1:47:04 PM	-813.373800E-9
7/20/2017 1:47:05 PM	-811.962800E-9
7/20/2017 1:47:05 PM	-813.120100E-9
7/20/2017 1:47:06 PM	-812.729900E-9
7/20/2017 1:47:06 PM	-813.581200E-9
7/20/2017 1:47:07 PM	-812.846800E-9
7/20/2017 1:47:08 PM	-813.670800E-9
7/20/2017 1:47:08 PM	-812.675400E-9
7/20/2017 1:47:09 PM	-814.015000E-9
7/20/2017 1:47:09 PM	-813.916400E-9
7/20/2017 1:47:10 PM	-813.701300E-9
7/20/2017 1:47:11 PM	-813.845400E-9
7/20/2017 1:47:11 PM	-813.317000E-9
7/20/2017 1:47:12 PM	-813.598000E-9
7/20/2017 1:47:12 PM	-813.588900E-9
7/20/2017 1:47:13 PM	-814.015900E-9
7/20/2017 1:47:14 PM	-814.695300E-9
7/20/2017 1:47:14 PM	-813.674400E-9
7/20/2017 1:47:15 PM	-814.591700E-9
7/20/2017 1:47:15 PM	-814.001900E-9
7/20/2017 1:47:16 PM	-814.774000E-9
7/20/2017 1:47:17 PM	-814.751300E-9
7/20/2017 1:47:17 PM	-814.832700E-9
7/20/2017 1:47:18 PM	-814.950900E-9
7/20/2017 1:47:18 PM	-815.086400E-9
7/20/2017 1:47:19 PM	-815.098200E-9
7/20/2017 1:47:20 PM	-815.284200E-9
7/20/2017 1:47:20 PM	-814.771300E-9
7/20/2017 1:47:21 PM	-815.312900E-9
7/20/2017 1:47:21 PM	-815.915400E-9
7/20/2017 1:47:22 PM	-815.579800E-9
7/20/2017 1:47:23 PM	-815.095100E-9
7/20/2017 1:47:23 PM	-814.884100E-9
7/20/2017 1:47:24 PM	-815.405700E-9
7/20/2017 1:47:24 PM	-816.216500E-9
7/20/2017 1:47:25 PM	-815.498900E-9
7/20/2017 1:47:26 PM	-816.082300E-9
7/20/2017 1:47:26 PM	-815.589400E-9
7/20/2017 1:47:27 PM	-815.959500E-9
7/20/2017 1:47:27 PM	-815.533900E-9
7/20/2017 1:47:28 PM	-816.055900E-9
7/20/2017 1:47:29 PM	-815.898100E-9
7/20/2017 1:47:29 PM	-809.289300E-9
7/20/2017 1:47:30 PM	-809.826800E-9
7/20/2017 1:47:30 PM	-809.982800E-9
7/20/2017 1:47:31 PM	-810.166500E-9
7/20/2017 1:47:32 PM	-809.971400E-9
7/20/2017 1:47:32 PM	-809.977300E-9
7/20/2017 1:47:33 PM	-809.372500E-9
7/20/2017 1:47:33 PM	-809.445300E-9
7/20/2017 1:47:34 PM	-809.809500E-9
7/20/2017 1:47:35 PM	-810.116900E-9
7/20/2017 1:47:35 PM	0.000000E+0
7/20/2017 1:47:36 PM	-233.750800E-12
7/20/2017 1:47:36 PM	-242.209800E-12
7/20/2017 1:47:37 PM	-135.081300E-12
7/20/2017 1:47:38 PM	-186.229700E-12
7/20/2017 1:47:38 PM	-183.195700E-12
7/20/2017 1:47:39 PM	-180.179400E-12
7/20/2017 1:47:39 PM	-180.808300E-12
7/20/2017 1:47:40 PM	-184.744700E-12
7/20/2017 1:47:41 PM	-187.437600E-12
7/20/2017 1:47:41 PM	-182.524200E-12
7/20/2017 1:47:42 PM	-241.932700E-12
7/20/2017 1:47:42 PM	-811.429300E-9
7/20/2017 1:47:43 PM	-812.512600E-9
7/20/2017 1:47:44 PM	-812.480300E-9
7/20/2017 1:47:44 PM	-812.338800E-9
7/20/2017 1:47:45 PM	-813.418000E-9
7/20/2017 1:47:45 PM	-819.134100E-9
7/20/2017 1:47:46 PM	-819.414300E-9
7/20/2017 1:47:47 PM	-818.362900E-9
7/20/2017 1:47:47 PM	-819.121400E-9
7/20/2017 1:47:48 PM	-819.206900E-9
7/20/2017 1:47:48 PM	-819.433800E-9
7/20/2017 1:47:49 PM	-819.405600E-9
7/20/2017 1:47:50 PM	-819.462500E-9
7/20/2017 1:47:50 PM	-819.465200E-9
7/20/2017 1:47:51 PM	-819.915400E-9
7/20/2017 1:47:51 PM	-819.312400E-9
7/20/2017 1:47:52 PM	-819.266000E-9
7/20/2017 1:47:53 PM	-819.397000E-9
7/20/2017 1:47:53 PM	-819.421500E-9
7/20/2017 1:47:54 PM	-820.066400E-9
7/20/2017 1:47:54 PM	-819.940400E-9
7/20/2017 1:47:55 PM	-820.022700E-9
7/20/2017 1:47:56 PM	-820.420600E-9
7/20/2017 1:47:56 PM	-819.701200E-9
7/20/2017 1:47:57 PM	-821.793000E-9
7/20/2017 1:47:57 PM	-821.793000E-9
7/20/2017 1:47:58 PM	-821.942200E-9
7/20/2017 1:47:59 PM	-821.372900E-9
7/20/2017 1:47:59 PM	-822.077300E-9
7/20/2017 1:48:00 PM	-822.497900E-9
7/20/2017 1:48:00 PM	-822.206400E-9
7/20/2017 1:48:01 PM	-822.092300E-9
7/20/2017 1:48:02 PM	-822.119500E-9
7/20/2017 1:48:02 PM	-822.536500E-9
7/20/2017 1:48:03 PM	-822.042700E-9
7/20/2017 1:48:03 PM	-822.619800E-9
7/20/2017 1:48:04 PM	-822.649800E-9
7/20/2017 1:48:05 PM	-822.374200E-9
7/20/2017 1:48:05 PM	-822.541100E-9
7/20/2017 1:48:06 PM	-822.675700E-9
7/20/2017 1:48:06 PM	-822.743000E-9
7/20/2017 1:48:07 PM	-822.753500E-9
7/20/2017 1:48:08 PM	-822.890800E-9
7/20/2017 1:48:08 PM	-822.840800E-9
7/20/2017 1:48:09 PM	-822.782100E-9
7/20/2017 1:48:09 PM	-823.028100E-9
7/20/2017 1:48:10 PM	-823.079100E-9
7/20/2017 1:48:11 PM	-822.949000E-9
