X_position	Y_position	measurement
16.000	17.000	-23.086E-12
15.000	17.000	-20.636E-12
14.000	17.000	-17.020E-12
13.000	17.000	-14.219E-12
12.000	17.000	-10.745E-12
11.000	17.000	-7.744E-12
10.000	17.000	-4.078E-12
9.000	17.000	-5.551E-12
8.000	17.000	-9.333E-12
7.000	17.000	58.134E-12
6.000	17.000	53.013E-12
5.000	17.000	49.450E-12
4.000	17.000	49.222E-12
3.000	17.000	51.011E-12
3.000	18.000	52.520E-12
4.000	18.000	54.584E-12
5.000	18.000	56.270E-12
6.000	18.000	62.830E-12
7.000	18.000	71.483E-12
8.000	18.000	7.389E-12
9.000	18.000	17.774E-12
10.000	18.000	20.525E-12
11.000	18.000	21.452E-12
12.000	18.000	21.983E-12
13.000	18.000	19.037E-12
14.000	18.000	22.215E-12
15.000	18.000	25.873E-12
16.000	18.000	28.604E-12
17.000	18.000	28.878E-12
18.000	18.000	27.762E-12
19.000	18.000	29.208E-12
19.000	19.000	28.547E-12
18.000	19.000	28.540E-12
17.000	19.000	28.216E-12
16.000	19.000	32.352E-12
15.000	19.000	30.249E-12
14.000	19.000	26.885E-12
13.000	19.000	25.761E-12
12.000	19.000	25.988E-12
11.000	19.000	25.565E-12
10.000	19.000	24.207E-12
9.000	19.000	23.771E-12
8.000	19.000	24.613E-12
7.000	19.000	24.713E-12
6.000	19.000	23.794E-12
5.000	19.000	24.300E-12
4.000	19.000	24.534E-12
3.000	19.000	23.103E-12
3.000	20.000	23.243E-12
4.000	20.000	24.770E-12
5.000	20.000	25.004E-12
6.000	20.000	24.637E-12
7.000	20.000	25.560E-12
8.000	20.000	26.388E-12
9.000	20.000	26.917E-12
10.000	20.000	25.876E-12
11.000	20.000	25.874E-12
12.000	20.000	27.332E-12
13.000	20.000	27.362E-12
14.000	20.000	27.227E-12
15.000	20.000	27.885E-12
16.000	20.000	28.497E-12
17.000	20.000	27.447E-12
18.000	20.000	27.232E-12
19.000	20.000	26.761E-12
19.000	21.000	28.481E-12
18.000	21.000	28.489E-12
17.000	21.000	27.859E-12
16.000	21.000	28.215E-12
15.000	21.000	29.210E-12
14.000	21.000	29.016E-12
13.000	21.000	29.135E-12
12.000	21.000	30.068E-12
11.000	21.000	30.001E-12
10.000	21.000	30.209E-12
9.000	21.000	29.717E-12
8.000	21.000	30.383E-12
7.000	21.000	30.633E-12
6.000	21.000	30.927E-12
5.000	21.000	29.899E-12
4.000	21.000	29.633E-12
3.000	21.000	29.536E-12
3.000	22.000	29.674E-12
4.000	22.000	29.897E-12
5.000	22.000	29.748E-12
